item_id,title,author,fs_is_favorite,fs_highlight_entries_with_text,li_exists,li_item_type,li_is_favorite,cnt_total,cnt_hi_text_rows,ing_files_total,ing_files_completed,index_state,file_reports,external_meta,external_edges,keep_reasons,delete_candidate
1763947190449ue0if41zi,Acımak Yok,Alfred Döblin,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947196647zrkra26e8,Altıncı Koğuş,Anton Çehov,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947203329gwqo370se,Amok Koşucusu,Stefan Zweig,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947208518pwwl4jhi3,Anadolu'da İslamiyet,Mehmet Fuat Köprülü,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947211995i1hcxm9to,Anahtar Sözcükler,Raymond Williams,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947193339z0ivhpwri,Asiye Kabahat’ten Şarkılar Dinlediniz,Karin Karakasli,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947194450lyd8fs6a2,Aydınlanma Nedir?,John White,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471911307sx5v17fv,Aydınlanma Rüyası: Modern Felsefenin Yükselişi,Anthony Kenny,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639472000336rgbv16vq,Aylak Adam,Yusuf Atilgan,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947207959d5f71pe0r,Aşk Olmayan,Bejan Matur,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191021ryoq3elgu,Balıkçılar,Dmitri Vasilyeviç Grigoroviç,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394720170885bmpf3i2,Başkaldıran İnsan,Albert Camus,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947209070bsq8h2pkm,Behçet Necatigil/ Şiirler Bütün Yapıtları,Nurullah Çetin,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394719372281o3rbans,Boğulmamak İçin,George Orwell,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947193629gwyjdwo0z,Burma Günleri,George Orwell,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947212177duwqq9wmq,Bülbülü Öldürmek,Mazhar Bagli,False,0,1,BOOK,0,1,0,0,0,1,0,1,5,,True
17639472093438obmjzbv0,Cehennemdeki Üniversiteliler,A. M. Celâl Sengör,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947209980rg8q2qwru,Cehenneme Övgü - Gündelik Hayatta Totalitarizm,"Gündüz Vassaf, Zehra Gencosman, Ömer Madra",False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394720842687iue60mp,Cennetin Dibi,Gunduz Vassaf,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947192611jhtlph1sy,Dilin Kökeni Üzerine,Ernest Renan,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191401rzqfpo6zp,Dolayımsız Erotik veya Müzikal Erotik Evreler,Søren Kierkegaard,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471900804bdo9kf0s,Dorian Gray'in Portresi,Oscar Wilde,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947199657rteqtktgp,Doğunun Limanları,Amin Maalouf,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947190268v9mrgusew,Dublinliler,James Joyce,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947208152hmnsp1lku,Dünya Ağrısı,Ayfer Tunç,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947194359mtnxc3nf3,Dünya Edebiyatının Ekolojisi: İlkçağlardan Günümüze,Alexander Beecroft,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471903613ugs97s79,Faydacılık,John Stuart Mill,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947200155lp1qu5v5k,Gazap Üzümleri,John Steinbeck,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191774zs3s835k9,"Goriot Baba (Ciltli, İplik Dikişli)",Honore de Balzac,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947189886hb6zy47ki,Gölgelerin Peşinde: 50 Portre,Taha Kilinc,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191956t2h9e0kyj,Görme Biçimleri,John Berger,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947199414ek925k9ao,Görmek,José Saramago,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947203869ro91y2kqh,Hasretinden Prangalar Eskittim,Ahmed Arif,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947208335bzyw2ckfb,Huzursuzluk,Zülfü Livaneli,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947210071p0w7a7e1h,Hürriyet Üstüne,John Stuart Mill,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191221qnuj2r5sp,İbn Tufeyl: Aklın Yaşamı,Taneli Kukkonen,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947200282uqxgvqwam,İki Şehrin Hikayesi (Kısaltılmış Metin),Charles Dickens,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947210526ranssmxwn,İlahi Komedya - Araf,Dante Alighieri,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191312uq7qds915,İlm-i Tedbir-i Mülk : Devlet Yönetme Bilimi,Charles Wells,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947212086dfpr7x1yu,İnsan Denen Meçhul,Alexis Carrel,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947207322xz4a9aqba,İnsanı Tanıma Sanatı,Alfred Adler,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947197199sfy8hlnoe,İnsanın Anlam Arayışı,Viktor E. Frankl,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947203735vjlowam4i,İslam,Karen Armstrong,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947210799dslntmllx,İslam'ın Hukuk İlmine Katkıları,Muhammed Hamidullah,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947190548c0xawm1bf,İslamla Damgalanmış Varoluş,İsmet Özel,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947207504c2x04e1x8,İsyan Ahlakı,NURETTIN TOPCU,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639472005315sc0cvl20,İtiraflarım,"Tolstoy, Leo, graf, 1828-1910",False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191865faqfj3jcs,"İçimizdeki Şeytan (Ciltli, İplik Dikişli)",C. Terry Cline,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947208979kn3x1kntb,Kamus-ı Türki,Şemseddin Sami,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947203996pih3xngil,Karanlık Çökerken Umutsuzluğa Karşı İyimserlik,Noam Chomsky,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471897760n0iulb1h,Kayıp Coğrafyanın İzinde: Doğu Türkistan Seyahatnamesi,Taha Kilinc,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947207683j4uosmy36,Kireç,Ömer Erdem,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947196240swbefh9dy,Kuyucaklı Yusuf,Sabahattin Ali,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394720129621yvwj3qk,Kuşlar Yasına Gider,Hasan Ali Toptas,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471940868wh88l81r,Kültür Yorumları,Terry Eagleton,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394720805654yj41xqd,Kırmızı Pazartesi,Gabriel García Márquez,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947210162h6vn3lx85,Liberalizm/Muhafazakarlık Kıskacında Kadın,"Sibel Özbudun, Cahide Sarı, Temel Demirer",False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471953244qbxxx7xq,Macbeth - Venedik Taciri,William Shakespeare,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471954764d6t5fozm,Masumiyet Müzesi,"Orhan Pamuk, Rafael Carpintero;",False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947199171v7z2lqkxm,Milena'ya Mektuplar,Franz Kafka,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394719481394e7t4zbu,Momo,Michael Ende,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947209161m5h5n2wln,Mutlu Ölüm,Nora Roberts,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947200992y4uxo87q2,Mülksüzler,Daniel Bensaid,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947192520fu3eeyjgf,Müzik Seni Çağırıyor,Erdal Atatbek,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394719063954z9fbwe3,Neoliberal Finansallaşmanın Politik Kökenleri,Greta R. Krippner,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639472082445ff397grj,Notes from the Underground,Dostoyevski,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947192429btdfvljli,Orhan Gencebay Filmlerini Anlatıyor,Vadullah Taş,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947193813d4mvzulno,Orta Malı,Selahattin Enis,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947211904tu7a3rnnd,Osmanlıca-Türkçe Ansiklopedik Lugat,Ferit Devellioğlu,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471915906b5jw04ew,Otorite ile Yorum Arasında Hukukun Doğası,Joseph Raz,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947191682b421d49a1,Pal Sokağı Çocukları,French Molnar,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947192975ldn2aulae,Paradan Haber Ver!,Esteve Calzada,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471909246jb9wf6ej,Prokrastineyşın,Timothy A. Pychyl,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947206486l10ykfxuc,Puslu Kıtalar Atlası,Ihsan Oktay Anar,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947210981vcff01uw2,Rızanın İmalatı,Edward S. Herman,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947192337m77xes97s,Sen U Ben,Muhsin Kızılkaya,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639472107084dy4muuvy,Sisifos Söyleni,Albert Camus,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
176394721172220uhazp8g,Siyasetin Temel Kavramları,Andrew Heywood,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947204118j7itq42w7,Siyasi İdeolojiler,Andrew Heywood,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639471931578333lhllu,Snowden Dosyası,Luke Harding,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947201827iwjzzsxse,Sorgulayan Denemeler,Bertrand Russell,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947209706u8zzqzppu,Suçluyorum,Émile Zola,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947204973vt18seztl,Swastika Geceleri,Katharine Burdekin,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947208791n683bpz3b,Sırça Köşk,Sabahattin Ali,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947194267bhdfj7frh,Theodor Adorno: Kültür Endüstrisinin Kıskacında Kültür,Onder Kulak,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947190736qcujlf4m1,Toplumu Savunmak Gerekir,Michel Foucault,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639472088884p3btta9f,Toza Sor,John Fante,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947209798hfaaf3i5h,Ulus Nedir?,Ernest Renan,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947193066txxw3lyc7,Ulusların Düşüşü,Daron Acemoglu,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947190177xi55jhxnp,Uygarlıkların Grameri,Fernand Braudel,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947211813om4ypaah0,Uğultulu Tepeler,Emily Brontë,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947197029o85gkexiq,Vitrinde Yaşamak,Nurdan Gürbilek,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947208700v4qftm00h,Yabani Manolyalar,Ahmet Altan,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947194177nekk3vrp9,Yaşam Sanatı,Zygmunt Bauman,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947206946svrtqj1da,Yeraltından Notlar,Dostoyevski,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947193536f6wj8ptm9,Yüzbaşının Kızı,Aleksandr Puskin,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947193248r1dft0m1j,Yıllık Yazıhane,Kaan Kural,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947197946hmay7t5gi,Çavdar Tarlasında Çocuklar,J. D. Salinger,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
17639472050957jqurltdi,Çevre Politikası,Aykut Çoban,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947190827hh0v2s1ww,Çiçek Açmış Genç Kızların Gölgesinde /Kayıp Zamanın İzinde,Marcel Proust,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947207595zs7rcz8hn,Çürümenin Kitabı,E. M. Cioran,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947199900fenrzwx43,Özgürlükten Kaçış,Erich Fromm,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
1763947192047agku4nqqe,Üç Kağıtçı,Orhan Kemal,False,0,1,BOOK,0,1,0,0,0,1,0,0,0,,True
